time,temperature,humidity,light_intensity,soil_ph,pollinate
06:10,26.9,78.5,5178,6.0,yes
06:40,25.8,74.9,6248,6.1,yes
04:50,26.2,59.6,5960,5.2,no
17:30,28.6,58.1,9483,6.7,no
06:00,21.0,88.2,11370,5.5,no
17:50,32.4,60.2,7365,7.5,no
06:20,26.2,78.8,7697,6.2,yes
07:30,27.8,78.6,7521,6.6,yes
19:00,32.2,51.2,6242,6.9,no
07:20,25.3,75.0,4476,6.0,yes
07:40,25.6,75.3,4813,6.5,yes
08:10,26.8,61.9,9543,7.1,no
07:00,26.0,75.2,5694,6.3,yes
04:50,30.7,63.3,11010,6.9,no
01:30,23.0,78.5,7230,6.0,no
06:00,27.0,71.3,6308,6.4,yes
06:10,28.0,77.1,6653,6.3,yes
07:40,25.3,78.4,6200,6.3,yes
13:10,29.8,69.1,7614,7.3,no
19:00,34.6,62.4,10952,7.0,no
06:50,31.0,85.8,9034,5.7,no
20:30,33.1,73.4,7178,7.2,no
18:40,28.8,87.4,1962,6.0,no
04:10,20.9,82.8,10211,6.1,no
07:00,25.6,78.7,5737,6.6,yes
15:00,23.8,83.4,7442,6.9,no
07:40,26.2,74.8,7356,6.3,yes
22:20,23.7,89.5,2735,5.7,no
06:20,27.0,77.2,6144,6.4,yes
07:00,25.9,78.6,6703,6.1,yes
19:10,21.2,57.1,6577,5.2,no
06:50,27.1,70.5,7969,6.7,yes
06:00,27.4,70.5,4197,6.2,yes
20:10,25.4,70.1,4730,6.3,no
06:10,27.0,71.6,4481,6.1,yes
06:50,27.6,75.3,7971,6.4,yes
05:40,21.6,54.7,7870,6.1,no
07:10,26.3,70.7,6179,6.2,yes
06:30,26.2,79.7,4574,6.1,yes
06:20,27.2,74.7,6811,6.6,yes
16:10,21.7,63.4,4749,7.0,no
07:10,25.6,74.8,4572,6.1,yes
10:40,23.2,67.2,11371,6.1,no
07:40,27.3,77.0,7214,6.7,yes
07:00,26.2,76.8,6444,6.7,yes
06:10,27.6,73.0,7004,6.2,yes
03:20,31.2,81.0,8450,6.1,no
15:50,32.8,66.7,1372,5.7,no
05:20,24.2,86.0,7808,6.6,no
01:20,20.7,84.8,1622,5.4,no
16:20,27.3,63.6,2693,5.4,no
07:10,26.6,76.4,5805,6.2,yes
07:50,25.1,87.1,7647,5.7,no
20:00,21.9,60.6,5625,5.7,no
07:10,25.4,70.2,7526,6.5,yes
14:20,31.1,81.2,2367,5.2,no
19:40,30.3,50.5,2258,7.2,no
06:30,25.8,74.0,5945,6.2,yes
06:00,31.5,87.1,11623,7.1,no
06:20,27.7,73.5,7964,6.5,yes
09:30,24.4,83.9,6549,7.0,no
07:40,27.2,76.8,7700,6.6,yes
12:40,22.3,50.5,8790,5.5,no
22:20,28.4,72.5,3991,6.6,no
06:50,25.9,74.0,7082,6.7,yes
16:20,27.4,78.7,9430,7.2,no
09:00,24.8,80.7,1351,6.8,no
06:30,26.2,77.3,6882,6.1,yes
06:40,25.5,75.8,4236,6.6,yes
21:00,28.6,50.9,3000,7.4,no
13:50,20.4,63.7,7334,5.2,no
07:40,32.3,57.8,5569,6.0,no
13:30,33.9,64.5,7389,6.9,no
06:20,26.7,70.3,7229,6.5,yes
07:00,26.2,73.5,6583,6.7,yes
16:00,28.0,81.3,9247,6.6,no
06:30,25.4,79.0,5113,6.5,yes
06:10,26.9,78.9,5454,6.8,yes
07:00,26.6,74.5,6320,6.0,yes
17:30,25.2,50.2,4294,5.2,no
06:30,26.0,72.9,5631,6.4,yes
07:30,27.2,75.1,5071,6.3,yes
19:50,32.5,61.2,6203,6.1,no
01:20,27.0,61.2,10542,5.1,no
07:40,27.2,72.2,7353,6.0,yes
06:50,26.8,73.5,4803,6.4,yes
06:00,27.0,77.0,6407,6.1,yes
07:00,26.7,78.0,6399,6.3,yes
07:30,25.3,79.1,4802,6.2,yes
06:40,32.7,63.7,3589,6.2,no
07:50,26.4,85.5,10114,5.9,no
10:30,25.2,74.0,11052,5.4,no
07:50,26.2,78.2,5944,6.6,yes
07:40,27.5,88.5,9757,7.0,no
06:30,27.2,71.6,5323,6.1,yes
06:10,26.4,74.5,6781,6.5,yes
07:20,25.9,75.5,5220,6.1,yes
06:50,26.0,78.1,6310,6.5,yes
15:40,27.5,69.6,5476,6.3,no
22:50,30.3,74.8,6611,5.9,no
07:00,25.6,70.4,4320,6.7,yes
07:20,25.3,79.6,7465,6.4,yes
16:50,31.2,54.4,9899,5.6,no
07:00,27.0,71.9,4224,6.2,yes
06:40,28.0,70.1,5215,6.7,yes
06:30,25.1,78.4,7726,6.6,yes
22:20,26.3,75.6,1142,5.4,no
15:30,29.6,77.5,4177,5.2,no
11:40,33.2,56.0,7520,6.6,no
06:10,27.2,76.3,6250,6.3,yes
06:40,27.8,79.8,6044,6.2,yes
13:00,29.8,76.3,5269,6.6,no
07:40,27.6,71.3,4179,6.1,yes
12:20,24.7,81.1,3625,6.8,no
06:40,26.9,70.8,6127,6.7,yes
16:30,20.5,59.5,10219,6.5,no
10:50,31.5,87.4,8651,6.6,no
10:40,33.1,65.9,10465,6.1,no
07:20,25.6,74.7,7749,6.1,yes
04:30,30.0,82.6,7808,6.7,no
06:00,26.9,79.2,5421,6.4,yes
10:20,26.9,79.2,4002,5.7,no
06:00,27.8,78.8,7633,6.5,yes
07:50,26.7,70.3,6230,6.3,yes
18:10,24.0,57.7,7568,7.1,no
07:40,27.1,78.7,4262,6.1,yes
07:00,25.7,74.3,6127,6.6,yes
17:40,30.6,82.6,4843,6.5,no
07:10,25.7,76.0,6228,6.5,yes
06:10,27.8,76.5,5776,6.1,yes
12:10,21.3,61.0,7151,5.0,no
06:40,25.3,79.9,7049,6.2,yes
03:40,32.1,86.5,9142,6.6,no
00:40,28.9,57.1,5132,6.4,no
06:50,25.4,78.3,5755,6.6,yes
16:40,22.2,82.7,2807,5.9,no
07:50,27.8,74.8,6767,6.3,yes
22:30,21.7,83.9,8282,6.0,no
12:30,33.0,64.5,4597,7.5,no
07:00,28.0,76.0,7275,6.6,yes
07:00,25.5,75.9,5499,6.0,yes
05:30,28.1,52.5,9028,5.8,no
20:10,24.6,61.3,10724,7.2,no
07:00,26.2,70.1,6040,6.7,yes
07:50,29.0,89.6,1983,6.9,no
07:20,25.8,72.2,6447,6.6,yes
17:30,23.0,82.0,4578,5.4,no
05:30,22.4,78.1,10534,5.1,no
21:40,28.6,77.6,2396,5.6,no
06:30,26.3,78.9,7779,6.3,yes
07:10,27.9,78.3,4350,6.2,yes
07:50,27.7,75.9,7100,6.3,yes
08:50,26.8,60.3,6731,5.2,no
12:40,27.9,64.3,11135,5.8,no
17:00,32.7,68.0,10079,6.6,no
06:30,25.6,71.2,7717,6.6,yes
08:00,21.8,60.9,6441,5.1,no
16:50,28.4,88.6,9057,5.8,no
16:20,31.9,51.6,6690,7.1,no
07:40,27.8,77.9,5823,6.7,yes
06:00,26.7,73.7,4026,6.5,yes
09:50,31.0,82.3,10174,5.6,no
06:20,26.6,77.1,4637,6.3,yes
11:00,32.8,89.9,7258,5.3,no
05:30,34.9,87.2,10230,5.1,no
07:00,25.8,76.8,7195,6.5,yes
15:30,25.3,63.5,8932,7.2,no
02:10,24.9,67.4,6275,5.8,no
07:50,26.3,71.2,7952,6.5,yes
07:40,25.2,77.5,5433,6.8,yes
22:20,25.5,67.2,6922,5.5,no
06:10,25.4,78.8,5624,6.6,yes
07:00,25.2,77.8,7336,6.0,yes
21:40,33.6,73.3,9334,5.0,no
02:50,29.7,80.7,3205,6.0,no
00:10,33.5,65.1,10673,6.8,no
06:00,34.3,84.3,3773,5.8,no
06:30,27.3,70.7,7794,6.8,yes
06:40,26.5,73.4,7591,6.0,yes
07:30,26.3,71.5,4006,6.4,yes
23:50,20.0,54.9,6963,6.6,no
18:30,29.9,52.6,4208,5.8,no
07:10,25.4,73.9,7785,6.1,yes
06:50,26.8,77.1,4490,6.3,yes
06:40,27.8,73.1,5961,6.3,yes
08:40,30.9,77.8,8580,5.3,no
21:00,20.3,54.6,8188,5.4,no
06:00,27.0,74.9,4875,6.5,yes
09:10,30.3,71.4,1851,6.4,no
04:50,26.9,59.2,1268,6.7,no
05:10,22.9,56.6,1894,6.2,no
06:10,25.9,75.9,7658,6.1,yes
07:00,27.1,76.5,7011,6.6,yes
15:10,27.4,63.1,11173,7.4,no
06:30,23.6,62.1,3463,7.0,no
14:10,31.8,80.8,9489,6.4,no
06:20,27.4,73.7,7836,6.4,yes
14:00,26.5,75.4,10017,6.9,no
07:40,26.6,71.5,6815,6.5,yes
19:40,23.4,81.5,2956,5.0,no
22:30,26.1,79.4,4659,5.2,no
15:00,22.1,73.8,8571,7.4,no
23:30,24.7,69.1,10955,5.9,no
07:20,27.6,78.0,4263,6.4,yes
18:20,29.7,86.8,9241,7.4,no
06:00,27.8,71.9,4088,6.1,yes
06:30,25.6,75.9,4908,6.4,yes
07:00,26.0,71.1,4569,6.4,yes
06:30,27.0,71.6,5764,6.7,yes
10:00,23.6,69.6,1202,7.3,no
07:10,26.2,76.6,5604,6.3,yes
07:00,31.9,54.5,1030,6.1,no
06:10,26.1,75.3,6715,6.3,yes
07:00,25.5,76.7,7164,6.8,yes
07:00,27.0,71.0,5202,6.8,yes
14:20,24.1,68.3,8525,6.0,no
07:50,26.7,73.2,7411,6.0,yes
07:00,26.6,74.1,6350,6.3,yes
02:40,26.7,72.7,9218,6.7,no
07:10,26.1,77.2,4399,6.8,yes
06:50,25.9,70.8,6252,6.8,yes
19:20,34.6,56.3,1244,7.1,no
05:40,21.4,75.6,10940,5.8,no
22:50,22.4,80.7,2650,5.8,no
06:00,28.0,74.9,6060,6.3,yes
06:30,31.5,65.9,7207,6.6,no
06:40,27.1,71.8,5322,6.0,yes
06:30,27.9,76.7,6308,6.1,yes
04:00,23.3,82.7,6004,5.9,no
06:20,27.8,71.5,5646,6.8,yes
11:20,26.8,60.2,3537,6.2,no
13:00,34.1,89.7,5197,5.2,no
07:00,27.9,76.0,5290,6.2,yes
07:10,27.6,71.4,5217,6.2,yes
06:20,26.7,71.6,4039,6.2,yes
20:40,30.7,86.3,8355,7.2,no
05:40,20.5,85.9,2584,5.8,no
06:30,27.0,74.2,6619,6.3,yes
07:50,26.6,76.0,7764,6.5,yes
12:20,25.4,51.5,5324,7.2,no
04:10,21.2,58.0,6330,5.5,no
15:00,22.5,86.9,11243,6.8,no
06:50,34.7,55.4,6103,5.9,no
06:50,25.6,74.4,6799,6.4,yes
07:10,27.7,73.2,5609,6.8,yes
07:20,26.3,74.6,5214,6.5,yes
06:20,27.0,72.0,5171,6.4,yes
06:10,25.5,70.9,4105,6.2,yes
06:30,25.2,75.5,7537,6.4,yes
22:50,31.7,82.0,3279,6.8,no
07:40,25.5,73.4,4453,6.3,yes
08:40,30.3,65.4,9459,6.0,no
06:20,27.8,72.2,5532,6.1,yes
18:30,23.9,61.4,3957,7.1,no
13:50,22.0,56.9,5284,6.0,no
07:10,27.2,75.3,7553,6.4,yes
02:50,24.5,59.7,2896,7.2,no
02:40,29.2,86.4,1257,7.1,no
21:50,33.5,74.8,10655,5.5,no
06:00,26.7,77.9,4225,6.0,yes
06:00,20.0,88.0,2864,6.1,no
08:00,23.9,73.1,2219,6.5,no
01:20,31.7,57.0,1265,6.0,no
04:40,22.4,87.5,3924,6.8,no
07:50,26.4,73.3,5046,6.1,yes
06:20,25.9,73.7,4642,6.5,yes
16:20,28.1,81.6,7413,6.4,no
02:50,22.7,76.4,4294,6.6,no
07:20,27.7,76.7,7115,6.0,yes
06:30,27.2,73.2,4514,6.5,yes
23:50,34.7,75.3,11248,7.2,no
06:10,26.0,74.2,5859,6.4,yes
16:20,24.4,58.1,10300,6.1,no
10:20,31.8,80.6,3874,6.5,no
13:40,21.7,50.7,10497,6.1,no
07:30,25.1,70.5,5024,6.2,yes
07:40,26.8,78.0,7424,6.1,yes
07:00,27.2,78.9,7761,6.7,yes
06:50,26.3,77.5,6311,6.5,yes
23:20,28.7,87.8,4805,6.4,no
03:10,23.5,65.8,1095,5.9,no
07:30,25.1,73.7,5755,6.2,yes
07:10,25.5,75.8,7819,6.8,yes
07:20,27.4,74.2,6119,6.5,yes
06:00,27.8,73.4,6820,6.3,yes
06:30,27.4,73.7,7962,6.5,yes
07:20,27.7,73.2,5920,6.0,yes
06:00,25.9,75.5,5756,6.6,yes
14:10,34.7,68.8,2904,5.9,no
22:20,34.0,66.6,11695,7.4,no
06:50,26.0,73.6,6362,6.2,yes
03:40,28.7,61.6,2417,7.3,no
16:00,20.5,87.2,10209,7.4,no
06:00,27.7,77.9,4939,6.3,yes
06:40,27.4,70.7,4304,6.2,yes
06:50,23.9,79.0,8417,6.6,no
06:50,25.8,78.0,4759,6.4,yes
07:50,27.3,77.5,4883,6.2,yes
19:50,26.0,71.4,2192,5.3,no
07:10,27.6,79.3,6527,6.8,yes
06:30,26.1,76.0,6958,6.6,yes
07:00,27.2,78.7,4125,6.8,yes
11:20,35.0,63.3,10393,5.8,no
06:20,27.1,74.4,6417,6.0,yes
07:20,27.8,78.6,5025,6.3,yes
11:50,22.7,78.0,3691,6.5,no
06:50,26.7,73.4,6306,6.7,yes
17:10,27.6,59.3,8144,7.1,no
13:20,31.7,51.0,9936,7.1,no
04:20,32.3,79.7,4438,6.2,no
18:30,26.8,80.5,8330,6.8,no
01:00,21.9,57.6,5853,6.8,no
06:20,32.3,78.9,6260,6.7,no
07:00,25.1,73.6,7839,6.1,yes
21:00,34.2,85.6,8754,6.3,no
00:50,28.7,51.6,4956,5.3,no
06:20,27.2,72.2,4021,6.2,yes
15:30,32.6,88.0,11069,6.2,no
18:40,28.1,79.3,11742,7.2,no
22:00,22.4,61.6,10622,7.4,no
06:10,25.4,73.7,7607,6.1,yes
06:20,26.0,70.7,6582,6.5,yes
13:10,28.5,88.2,5499,6.0,no
06:40,26.6,71.3,6547,6.8,yes
06:00,26.9,70.4,4962,6.4,yes
00:30,23.9,79.5,11589,6.5,no
06:20,25.9,73.0,4959,6.4,yes
10:10,29.9,85.8,4775,7.0,no
06:00,26.5,79.3,5631,6.3,yes
06:20,27.4,77.4,4205,6.4,yes
00:00,21.4,82.1,8485,6.1,no
07:40,28.0,73.9,7032,6.3,yes
19:00,31.1,63.8,9416,7.3,no
07:30,26.9,77.8,7046,6.6,yes
11:30,34.4,59.7,10478,5.0,no
06:20,27.5,70.8,6044,6.6,yes
12:50,34.9,61.8,1391,7.2,no
00:50,32.6,68.2,6438,6.9,no
07:40,26.8,69.8,7410,6.9,no
06:30,27.5,77.3,7446,6.5,yes
08:10,26.3,80.3,6942,7.3,no
17:20,22.3,65.2,7471,5.7,no
06:30,26.4,78.1,4267,6.1,yes
06:10,26.1,72.4,6528,6.4,yes
06:40,25.4,71.4,5726,6.0,yes
07:30,26.5,70.5,4348,6.2,yes
02:10,22.1,88.8,10015,6.3,no
07:10,27.1,78.9,4504,6.5,yes
07:10,25.7,78.1,6028,6.7,yes
06:40,25.9,73.3,4382,6.6,yes
06:30,26.1,72.9,5236,6.7,yes
06:40,27.2,70.3,5462,6.2,yes
07:10,27.8,75.8,5435,6.8,yes
06:10,27.1,73.6,6767,6.7,yes
07:20,26.9,71.9,6291,6.7,yes
06:10,25.5,76.4,6022,6.6,yes
21:20,34.7,54.2,6000,5.7,no
16:40,20.9,56.1,4844,7.1,no
07:00,26.6,77.8,5000,6.7,yes
07:20,25.6,74.3,6378,6.6,yes
07:10,27.0,71.4,5791,6.1,yes
07:30,27.6,79.6,6909,6.0,yes
06:30,30.3,58.6,3361,5.9,no
18:10,25.9,61.4,10252,5.3,no
03:40,23.7,63.7,11111,5.9,no
07:40,26.6,73.4,6267,6.3,yes
06:50,26.8,79.0,6934,6.1,yes
16:10,28.1,50.4,7302,6.9,no
03:10,22.8,77.2,5086,5.7,no
07:10,27.3,71.9,5760,6.4,yes
07:40,26.9,75.7,7433,6.4,yes
06:20,27.4,75.5,6022,6.6,yes
07:30,27.3,76.7,5125,6.7,yes
22:10,28.2,76.2,6149,6.0,no
06:50,27.3,71.8,5718,6.4,yes
01:40,22.7,53.0,6945,5.7,no
06:40,25.8,76.0,7607,6.0,yes
07:20,27.7,77.1,6177,6.4,yes
07:30,25.0,75.4,5119,6.6,yes
11:20,25.4,68.6,2713,7.5,no
06:00,25.3,70.3,5614,6.5,yes
06:20,32.6,66.6,10031,7.2,no
07:40,25.9,77.5,7285,6.1,yes
03:00,34.3,85.5,4530,6.2,no
07:20,26.8,76.6,6335,6.7,yes
06:00,25.9,74.4,6671,6.2,yes
16:50,23.1,80.1,8812,6.6,no
05:10,23.5,53.7,10826,5.2,no
12:30,34.8,82.9,7740,5.3,no
08:10,32.7,63.8,3204,7.4,no
06:20,26.1,79.9,4617,6.7,yes
12:40,21.2,56.2,1930,7.2,no
02:40,26.8,69.8,5179,6.1,no
06:20,27.3,70.6,7457,6.4,yes
06:40,26.3,78.4,6833,6.2,yes
07:30,27.9,72.4,7897,6.2,yes
04:00,35.0,68.0,8377,6.0,no
02:00,21.1,58.8,6127,7.4,no
12:30,25.1,73.5,6350,5.7,no
07:30,26.0,78.2,4582,6.0,yes
07:20,27.8,74.0,6375,6.1,yes
19:30,28.2,75.8,9225,5.9,no
05:40,34.5,71.7,2283,6.1,no
03:50,22.9,80.9,10668,6.3,no
07:50,26.2,71.2,4711,6.3,yes
15:30,30.5,56.0,10009,5.2,no
06:10,26.0,73.1,6889,6.5,yes
06:10,27.4,78.9,7733,6.5,yes
07:30,25.8,70.9,5458,6.7,yes
06:20,25.1,74.4,5369,6.7,yes
07:40,26.4,75.5,4150,6.2,yes
06:50,27.6,79.5,6373,6.7,yes
17:50,31.2,78.2,5554,5.6,no
08:40,22.2,77.1,10887,7.5,no
09:50,31.8,68.7,8232,6.1,no
06:30,25.0,79.9,4964,6.7,yes
07:50,25.0,79.1,6983,6.1,yes
06:00,26.1,73.5,5235,6.5,yes
19:10,21.6,84.4,5700,6.4,no
23:20,26.2,65.8,3505,5.2,no
06:30,25.7,73.8,6857,6.3,yes
07:30,27.1,70.5,7448,6.4,yes
18:50,30.8,56.3,5833,7.3,no
07:10,26.3,78.4,7123,6.1,yes
10:20,30.1,83.9,7590,7.5,no
09:10,21.3,83.4,3844,5.0,no
21:50,30.7,82.7,11160,5.9,no
15:10,26.4,52.0,5495,6.7,no
06:20,26.9,72.0,5165,6.8,yes
07:10,25.9,71.8,5544,6.0,yes
08:30,25.8,82.2,7978,5.3,no
07:30,30.1,81.8,1273,6.2,no
16:50,33.4,74.3,9288,5.4,no
06:30,27.0,73.4,5448,6.5,yes
07:10,25.5,74.5,5158,6.0,yes
07:40,26.8,71.8,4764,6.4,yes
16:00,29.9,66.7,3539,5.5,no
06:50,25.2,76.7,7401,6.3,yes
14:30,34.5,80.3,5560,5.3,no
00:10,26.4,68.9,11228,5.8,no
18:40,25.7,59.2,9419,6.3,no
07:50,25.7,75.4,5121,6.3,yes
06:50,20.8,66.6,6369,6.0,no
06:50,26.2,77.5,6605,6.2,yes
19:20,22.8,81.8,10927,6.5,no
06:50,25.2,74.8,6512,6.6,yes
06:00,26.7,79.8,4540,6.7,yes
07:10,25.0,71.6,6884,6.5,yes
17:40,22.2,69.6,3828,7.2,no
11:50,26.3,55.5,5217,5.9,no
06:50,28.0,77.6,5439,6.2,yes
06:10,28.9,62.8,9397,5.2,no
06:00,27.6,79.3,4781,6.6,yes
23:10,25.5,84.4,5185,6.9,no
21:10,20.1,54.4,2773,6.8,no
07:40,23.9,60.0,7571,5.3,no
04:20,28.5,52.5,7597,6.8,no
06:10,27.5,78.6,6727,6.5,yes
11:20,21.1,58.6,1771,6.2,no
06:20,25.8,73.5,4400,6.4,yes
15:30,31.5,54.8,9701,7.3,no
23:30,34.4,72.0,2632,5.1,no
20:50,20.5,50.4,3952,6.5,no
07:20,23.5,71.4,1321,6.0,no
00:20,32.8,75.9,3617,7.2,no
03:50,26.6,65.9,3859,6.2,no
07:50,26.8,78.2,6128,6.6,yes
06:20,26.1,78.3,7460,6.6,yes
07:30,26.2,74.3,6697,6.1,yes
07:00,26.3,51.9,9174,6.4,no
12:10,31.1,85.3,10347,7.0,no
07:30,25.0,79.8,6914,6.0,yes
07:40,27.5,79.0,6523,6.2,yes
22:50,22.8,57.1,5973,6.5,no
06:20,27.0,79.8,5655,6.5,yes
13:10,26.0,75.2,8666,5.9,no
15:50,21.0,84.1,1686,5.8,no
10:50,25.1,75.8,1286,5.5,no
06:40,26.6,77.9,7486,6.7,yes
20:20,31.7,64.6,5677,7.1,no
15:20,31.0,58.9,11187,6.6,no
06:10,25.2,78.1,4766,6.5,yes
07:00,26.5,77.6,6256,6.5,yes
07:20,26.3,71.7,6253,6.8,yes
07:50,25.1,76.4,7285,6.8,yes
06:50,27.0,75.4,7651,6.1,yes
15:10,33.5,56.3,4645,6.2,no
12:00,33.9,84.0,1718,7.0,no
09:50,26.0,85.3,3637,7.4,no
02:50,33.3,76.4,11093,5.0,no
01:40,32.5,74.4,5049,6.8,no
07:40,27.7,78.7,7258,6.2,yes
04:40,27.8,53.2,10216,6.4,no
09:30,30.0,61.3,11836,5.2,no
07:40,26.5,79.5,4676,6.7,yes
07:20,26.1,78.5,5003,6.4,yes
04:50,28.8,86.0,5652,5.3,no
10:10,22.7,51.6,1118,6.8,no
01:50,24.0,61.0,1800,6.3,no
06:40,32.1,51.8,3310,5.1,no
14:20,23.0,78.2,8203,7.1,no
06:20,26.8,77.2,6952,6.2,yes
06:40,27.5,70.4,6385,6.7,yes
17:10,23.7,62.7,8645,6.0,no
10:00,24.1,55.9,6169,6.6,no
07:50,26.5,74.5,4998,6.0,yes
07:30,27.5,78.8,7842,6.5,yes
21:20,33.0,58.4,10856,7.5,no
22:00,22.7,72.4,11885,6.8,no
22:20,30.3,75.5,5477,6.2,no
01:40,22.9,81.5,4671,7.1,no
06:10,25.8,79.1,4327,6.3,yes
05:20,29.6,58.5,2707,6.7,no
06:10,27.9,76.5,4739,6.2,yes
21:00,29.4,51.1,2659,5.8,no
07:40,25.9,74.8,5617,6.6,yes
18:20,29.8,67.6,11402,5.1,no
07:20,26.8,75.3,4323,6.6,yes
07:50,26.2,78.6,4337,6.3,yes
00:30,31.1,65.4,10534,5.6,no
15:20,26.1,86.8,2707,5.2,no
06:40,25.7,70.1,4795,6.6,yes
16:20,30.8,59.3,8933,7.4,no
21:20,33.3,72.6,5162,7.3,no
07:40,27.3,72.9,6539,6.1,yes
07:10,27.3,74.3,6191,6.1,yes
16:10,21.7,87.9,7317,6.1,no
23:10,29.4,51.1,10527,6.2,no
16:00,22.8,70.2,11986,6.0,no
06:30,26.1,75.7,6435,6.3,yes
06:10,26.2,78.8,6191,6.2,yes
